timestamp,imbalance
1746895774,0.5
1746895775,0.5
1746895776,0.5
1746895777,0.5
1746895778,0.5
1746895779,0.5
1746895780,0.5
1746895781,0.5
1746895782,0.5
1746895783,0.5
1746895784,0.5
1746895785,0.5
1746896027,0.5
1746896028,0.5
